@RELATION SWA_classification

@ATTRIBUTE s_str STRING
@ATTRIBUTE t_str STRING
@ATTRIBUTE st_samestr {0,1}
@ATTRIBUTE s_stem STRING
@ATTRIBUTE t_stem STRING
@ATTRIBUTE st_samestem {0,1}
@ATTRIBUTE s_pos STRING
@ATTRIBUTE t_pos STRING
@ATTRIBUTE st_precede {0,1}
@ATTRIBUTE st_follow {0,1}
@ATTRIBUTE class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo,spelling,duplicate,moproblematic,biproblematic,unspec}

@DATA
from,from,1,from,from,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
training,training,1,train,train,1,NN,NN,1,1,preserved
data,data,1,datum,datum,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
premodifiers,Premodifiers,0,premodifiers,Premodifiers,0,NNS,NNP,0,1,preserved
of,of,1,of,of,1,IN,IN,0,1,preserved
definite,definite,1,definite,definite,1,JJ,JJ,1,1,preserved
noun,noun,1,noun,noun,1,NN,NN,1,1,preserved
phrases,phrases,1,phrase,phrase,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
limited,limited,1,limit,limit,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
numbers,numbers,1,number,number,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
popular,popular,1,popular,popular,1,JJ,JJ,1,1,preserved
premodifiers,premodifiers,1,premodifiers,premodifiers,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
proteins,proteins,1,protein,protein,1,NNS,NNS,1,0,preserved
such,such,1,such,such,1,JJ,JJ,0,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
nuclear,nuclear,1,nuclear,nuclear,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
transcription,transcription,1,transcription,transcription,1,NN,NN,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Using,Using,1,Using,Using,1,VBG,VBG,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
head,head,1,head,head,1,NN,NN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
list,list,1,list,list,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
premodifiers,premodifiers,1,premodifiers,premodifiers,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
covers,covers,1,cover,cover,1,NNS,NNS,1,1,preserved
83,83,1,83,83,1,CD,CD,1,1,preserved
.5,.5,1,.5,.5,1,CD,CD,1,1,preserved
percent,percent,1,percent,percent,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
links,links,1,link,link,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
To,To,1,To,To,1,TO,TO,1,1,preserved
keep,keep,1,keep,keep,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
minimal,minimal,1,minimal,minimal,1,JJ,JJ,1,1,preserved
configuration,configuration,1,configuration,configuration,1,NN,NN,1,1,preserved
simple,simple,1,simple,simple,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
step,step,1,step,step,1,NN,NN,1,1,preserved
4,4,1,4,4,1,CD,CD,1,1,preserved
-,-,1,-,-,1,PPS,PPS,1,1,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,1,1,preserved
selection,selection,1,selection,selection,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
baseline,baseline,1,baseline,baseline,1,NN,NN,1,1,preserved
only,only,1,only,only,1,RB,RB,1,1,preserved
uses,uses,1,use,use,1,NNS,NNS,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
default,default,1,default,default,1,NN,NN,1,1,preserved
comparison,comparison,1,comparison,comparison,1,NN,NN,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
assures,assures,1,assure,assure,1,VBZ,VBZ,1,0,preserved
the,the,1,the,the,1,DET,DET,0,1,preserved
closest,closest,1,close,close,1,JJS,JJS,1,1,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,1,1,preserved
candidate,candidate,1,candidate,candidate,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
selected,selected,1,select,select,1,JJ,JJ,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Table,Table,1,Table,Table,1,NNP,NNP,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
compares,compares,1,compare,compare,1,VBZ,VBZ,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
top,top,1,top,top,1,JJ,JJ,1,1,preserved
four,four,1,four,four,1,CD,CD,1,1,preserved
official,official,1,official,official,1,NN,NN,1,1,preserved
results,results,1,result,result,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
COREF,COREF,1,COREF,COREF,1,NNP,NNP,1,1,preserved
shared,shared,1,share,share,1,VBN,VBN,1,1,preserved
task,task,1,task,task,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
BioNLP-ST,BioNLP-ST,1,BioNLP-ST,BioNLP-ST,1,JJ,JJ,1,1,preserved
2011,2011,1,2011,2011,1,CD,CD,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
18,18,1,18,18,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
:,:,1,:,:,1,PPS,PPS,1,1,preserved
UU,UU,1,UU,UU,1,NNP,NNP,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
11,11,1,11,11,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
UZ,UZ,1,UZ,UZ,1,NNP,NNP,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
29,29,1,29,29,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
CU,CU,1,CU,CU,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
UT,UT,1,UT,UT,1,NNP,NNP,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
4,4,1,4,4,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
scoring,scoring,1,score,score,1,VBG,VBG,1,1,preserved
scheme,scheme,1,scheme,scheme,1,NN,NN,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,1,preserved
throughout,throughout,1,throughout,throughout,1,IN,IN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
paper,paper,1,paper,paper,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
evaluation,evaluation,1,evaluation,evaluation,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
primary,primary,1,primary,primary,1,JJ,JJ,1,1,preserved
evaluation,evaluation,1,evaluation,evaluation,1,NN,NN,1,1,preserved
method,method,1,method,method,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
COREF,COREF,1,COREF,COREF,1,NNP,NNP,1,1,preserved
shared,shared,1,share,share,1,VBN,VBN,1,1,preserved
task,task,1,task,task,1,NN,NN,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
18,18,1,18,18,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
This,This,1,This,This,1,DET,DET,1,1,preserved
primary,primary,1,primary,primary,1,JJ,JJ,1,1,preserved
evaluation,evaluation,1,evaluation,evaluation,1,NN,NN,1,1,preserved
method,method,1,method,method,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
was,was,1,be,be,1,VBD,VBD,1,1,preserved
particularly,particularly,1,particularly,particularly,1,RB,RB,1,1,preserved
designed,designed,1,design,design,1,VBN,VBN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
shared,shared,1,share,share,1,VBN,VBN,1,1,preserved
task,task,1,task,task,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
based,based,1,base,base,1,VBN,VBN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
links,links,1,link,link,1,NNS,NNS,1,0,preserved
automatically,automatically,1,automatically,automatically,1,RB,RB,0,1,preserved
generated,generated,1,generate,generate,1,VBN,VBN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
manually,manually,1,manually,manually,1,RB,RB,1,1,preserved
annotated,annotated,1,annotate,annotate,1,NN,NN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
links,links,1,link,link,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
last,last,1,last,last,1,JJ,JJ,1,1,preserved
column,column,1,column,column,1,NN,NN,1,1,preserved
ALL,ALL,1,ALL,ALL,1,NNP,NNP,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
overall,overall,1,overall,overall,1,JJ,JJ,1,1,preserved
results,results,1,result,result,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
while,while,1,while,while,1,IN,IN,1,1,preserved
its,its,1,it,it,1,PRPS,PRPS,1,1,preserved
preceding,preceding,1,precede,precede,1,JJ,JJ,1,1,preserved
three,three,1,three,three,1,CD,CD,1,1,preserved
columns,columns,1,column,column,1,NNS,NNS,1,1,preserved
PRON,PRON,1,PRON,PRON,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
DNP,DNP,1,DNP,DNP,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
RELAT,RELAT,1,RELAT,RELAT,1,NNP,NNP,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
resolution,resolution,1,resolution,resolution,1,NN,NN,1,1,preserved
results,results,1,result,result,1,NNS,NNS,1,1,preserved
by,by,1,by,by,1,IN,IN,1,1,preserved
three,three,1,three,three,1,CD,CD,1,1,preserved
major,major,1,major,major,1,JJ,JJ,1,1,preserved
subtypes,subtypes,1,subtypes,subtypes,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
anaphors,anaphors,1,anaphor,anaphor,1,NNS,NNS,1,1,preserved
:,:,1,:,:,1,PPS,PPS,1,1,preserved
pronouns,pronouns,1,pronoun,pronoun,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
definite,definite,1,definite,definite,1,JJ,JJ,1,1,preserved
noun,noun,1,noun,noun,1,NN,NN,1,1,preserved
phrase,phrase,1,phrase,phrase,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
relative,relative,1,relative,relative,1,JJ,JJ,1,1,preserved
pronouns,pronouns,1,pronoun,pronoun,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
respectively,respectively,1,respectively,respectively,1,RB,RB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Note,Note,1,Note,Note,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,0,preserved
RB-MIN,RB-MIN,1,RB-MIN,RB-MIN,1,NNP,NNP,0,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
minimal,minimal,1,minimal,minimal,1,JJ,JJ,1,1,preserved
configuration,configuration,1,configuration,configuration,1,NN,NN,1,0,preserved
already,already,1,already,already,1,RB,RB,0,0,preserved
outperforms,surpasses,0,outperform,surpass,0,VBZ,NNS,1,1,paraphrase
by,by,1,by,by,1,IN,IN,0,1,preserved
higher,'higher performance',0,higher,'higher performance',0,JJR,'JJR POS',1,1,paraphrase
the,the,1,the,the,1,DET,DET,0,1,preserved
best,best,1,good,good,1,RB,RB,1,0,preserved
result,results,0,result,result,1,NN,NNS,1,0,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
UU,UU,1,UU,UU,1,NNP,NNP,1,1,preserved
team,team,1,team,team,1,NN,NN,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
up,up,1,up,up,1,IN,IN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
7,7,1,7,7,1,CD,CD,1,1,preserved
.1%,.1%,1,.1%,.1%,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,0,0,preserved
Fscore,F-score,0,Fscore,F-score,0,NNP,JJ,1,1,preserved
Since,Since,1,Since,Since,1,IN,IN,1,1,preserved
RB-MIN,RB-MIN,1,RB-MIN,RB-MIN,1,NNP,NNP,1,1,preserved
uses,uses,1,use,use,1,NNS,NNS,1,1,preserved
similar,similar,1,similar,similar,1,JJ,JJ,1,1,preserved
preprocessing,preprocessing,1,preprocessing,preprocessing,1,VBG,VBG,1,1,preserved
tools,tools,1,tool,tool,1,NNS,NNS,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
UU,UU,1,UU,UU,1,NNP,NNP,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
11,11,1,11,11,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
but,but,1,but,but,1,CC,CC,1,1,preserved
less,less,1,le,le,1,CC,CC,1,1,preserved
information,information,1,information,information,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,1,1,preserved
prediction,prediction,1,prediction,prediction,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
gap,gap,1,gap,gap,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,0,preserved
'supposed to be',likely,0,'suppose to be',likely,0,'VBN TO PPR',JJ,1,1,paraphrase
caused,caused,1,cause,cause,1,VBN,VBN,0,1,preserved
by,by,1,by,by,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
different,different,1,different,different,1,JJ,JJ,1,1,preserved
markable,markable,1,markable,markable,1,NN,NN,1,1,preserved
detection,detection,1,detection,detection,1,NN,NN,1,1,preserved
methods,methods,1,method,method,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
UU,UU,1,UU,UU,1,NNP,NNP,1,1,preserved
pointed,pointed,1,point,point,1,JJ,JJ,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
their,their,1,their,their,1,PRPS,PRPS,1,1,preserved
paper,paper,1,paper,paper,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
markable,markable,1,markable,markable,1,NN,NN,1,1,preserved
detection,detection,1,detection,detection,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
challenges,challenges,1,challenge,challenge,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
task,task,1,task,task,1,NN,NN,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
11,11,1,11,11,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
their,their,1,their,their,1,PRPS,PRPS,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
UU,UU,1,UU,UU,1,NNP,NNP,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
machine,machine,1,machine,machine,1,NN,NN,1,1,preserved
learning,learning,1,learn,learn,1,VBG,VBG,1,1,preserved
approach,approach,1,approach,approach,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
tested,tested,1,test,test,1,VBN,VBN,1,1,preserved
two,two,1,two,two,1,CD,CD,1,1,preserved
distinguished,distinguished,1,distinguish,distinguish,1,JJ,JJ,1,1,preserved
models,models,1,model,model,1,NNS,NNS,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
markable,markable,1,markable,markable,1,NN,NN,1,1,preserved
detection,detection,1,detection,detection,1,NN,NN,1,1,preserved
:,:,1,:,:,1,PPS,PPS,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
solved,solved,1,solve,solve,1,VBN,VBN,1,1,preserved
both,both,1,both,both,1,DET,DET,1,1,preserved
anaphors,anaphors,1,anaphor,anaphor,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
antecedents,antecedents,1,antecedent,antecedent,1,NNS,NNS,1,1,preserved
together,together,1,together,together,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
other,other,1,other,other,1,JJ,JJ,1,1,preserved
treated,treated,1,treat,treat,1,VBN,VBN,1,1,preserved
anaphors,anaphors,1,anaphor,anaphor,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
antecedents,antecedents,1,antecedent,antecedent,1,NNS,NNS,1,1,preserved
separately,separately,1,separately,separately,1,RB,RB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Meanwhile,Meanwhile,1,Meanwhile,Meanwhile,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
method,method,1,method,method,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
basically,basically,1,basically,basically,1,RB,RB,1,1,preserved
based,based,1,base,base,1,VBN,VBN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
boundary,boundary,1,boundary,boundary,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
noun,noun,1,noun,noun,1,NN,NN,1,1,preserved
phrases,phrases,1,phrase,phrase,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
pronouns,pronouns,1,pronoun,pronoun,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
outputted,outputted,1,output,output,1,NN,NN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
parser,parser,1,parser,parser,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
patterns,patterns,1,pattern,pattern,1,NNS,NNS,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
extract,extract,1,extract,extract,1,NN,NN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
proper,proper,1,proper,proper,1,JJ,JJ,1,1,preserved
noun,noun,1,noun,noun,1,NN,NN,1,1,preserved
phrases,phrases,1,phrase,phrase,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
pronouns,pronouns,1,pronoun,pronoun,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
manually,manually,1,manually,manually,1,RB,RB,1,1,preserved
designed,designed,1,design,design,1,VBN,VBN,1,1,preserved
concerning,concerning,1,concern,concern,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
markable,markable,1,markable,markable,1,NN,NN,1,1,preserved
boundaries,boundaries,1,boundary,boundary,1,NNS,NNS,1,1,preserved
annotated,annotated,1,annotate,annotate,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
training,training,1,train,train,1,NN,NN,1,1,preserved
data,data,1,datum,datum,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Breaking,Breaking,1,Breaking,Breaking,1,VBG,VBG,1,1,preserved
down,down,1,down,down,1,RB,RB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
by,by,1,by,by,1,IN,IN,1,0,preserved
types,types,1,type,type,1,NNS,NNS,0,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
anaphors,anaphors,1,anaphor,anaphor,1,NNS,NNS,1,0,preserved
gives,provides,0,give,provide,0,VBZ,VBZ,1,1,paraphrase
us,us,1,us,us,1,PRP,PRP,0,0,preserved
an,?,0,an,?,0,DET,?,0,0,mogrammar-det
insight,insight,1,insight,insight,1,NN,NN,0,1,preserved
into,into,1,into,into,1,IN,IN,1,1,preserved
what,what,1,what,what,1,WP,WP,1,0,preserved
'have solved been','has been accomplished',0,'have solve be','have be accomplish',0,'VB VBN PPR','VBZ VBN PPR',1,0,paraphrase
improvement,improvement,1,improvement,improvement,1,NN,NN,0,0,preserved
Concerning,Concerning,1,Concerning,Concerning,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
RELAT,RELAT,1,RELAT,RELAT,1,NNP,NNP,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
can,can,1,can,can,1,MD,MD,1,1,preserved
see,see,1,see,see,1,VB,VB,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
RB-MIN,RB-MIN,1,RB-MIN,RB-MIN,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
RB-FULL,RB-FULL,1,RB-FULL,RB-FULL,1,NNP,NNP,1,1,preserved
both,both,1,both,both,1,DET,DET,1,1,preserved
achieve,achieve,1,achieve,achieve,1,VB,VB,1,1,preserved
comparable,comparable,1,comparable,comparable,1,JJ,JJ,1,1,preserved
results,results,1,result,result,1,NNS,NNS,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
best,best,1,good,good,1,RB,RB,1,1,preserved
team,team,1,team,team,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
BioNLP-ST,BioNLP-ST,1,BioNLP-ST,BioNLP-ST,1,JJ,JJ,1,1,preserved
2011,2011,1,2011,2011,1,CD,CD,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
However,However,1,However,However,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
it,it,1,it,it,1,PRP,PRP,1,1,preserved
should,should,1,should,should,1,MD,MD,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
noted,noted,1,note,note,1,VBD,VBD,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,1,1,preserved
prediction,prediction,1,prediction,prediction,1,NN,NN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
RELAT,RELAT,1,RELAT,RELAT,1,NNP,NNP,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
based,based,1,base,base,1,VBN,VBN,1,0,preserved
completely,solely,0,completely,solely,0,RB,RB,1,1,paraphrase
on,on,1,on,on,1,IN,IN,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
output,output,1,output,output,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,0,preserved
Enju,Enju,1,Enju,Enju,1,NNP,NNP,0,1,preserved
parser,parser,1,parser,parser,1,NN,NN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
RELAT,RELAT,1,RELAT,RELAT,1,NNP,NNP,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
so,so,1,so,so,1,RB,RB,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
order,order,1,order,order,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
improve,improve,1,improve,improve,1,VB,VB,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
have,have,1,have,have,1,VB,VB,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
find,find,1,find,find,1,VB,VB,1,1,preserved
